player_name,team_abbreviation,season,games_played,minutes_per_game,per,epm,o_epm,d_epm,dpm,o_dpm,d_dpm,rapm,o_rapm,d_rapm,lebron,o_lebron,d_lebron,bpm,obpm,dbpm,ws,ows,dws,ws_per_48,vorp,bbref_ts_pct,bbref_three_point_attempt_rate,bbref_free_throw_attempt_rate,bbref_off_reb_pct,bbref_def_reb_pct,bbref_total_reb_pct,bbref_assist_pct,bbref_steal_pct,bbref_block_pct,bbref_turnover_pct,bbref_usage_pct,nba_off_rating,nba_def_rating,nba_net_rating,nba_est_off_rating,nba_est_def_rating,nba_est_net_rating,nba_assist_pct,nba_assist_to,nba_assist_ratio,nba_off_reb_pct,nba_def_reb_pct,nba_reb_pct,nba_team_turnover_pct,nba_est_turnover_pct,nba_effective_fg_pct,nba_true_shooting_pct,nba_usage_pct,nba_est_usage_pct,nba_est_pace,nba_pace,nba_pie,nba_possessions,source_basketball_reference,source_databallr,source_nba_stats,source_epm,source_lebron
Jose Alvarado,NYK,2025-26,28,16.9,14,,,,,,,,,,,,,0.9,-0.9,1.8,1.2,0.5,0.7,0.119,0.4,0.52,0.556,0.13,2.4,11.1,6.7,30.3,3,0.9,14.4,18.9,119.6,107.1,12.5,119,106.4,12.7,0.31,3.53,33.7,0.022,0.098,0.061,9.5,9.5,0.506,0.52,0.191,0.195,96.67,96.09,0.099,944,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Jeremy Sochan,NYK,2025-26,16,6.9,20.2,-2.4107,-1.21716,-1.19351,,,,,,,,,,4.8,1.7,3.1,0.6,0.3,0.2,0.239,0.2,0.64,0.333,0.333,11,23.3,17.1,14.8,3.1,1.8,8,14.4,105.1,115.8,-10.7,105.6,113.8,-8.3,0.118,1.56,18.5,0.069,0.132,0.1,11.9,11.8,0.52,0.538,0.142,0.148,101.93,101.3,0.063,750,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,https://dunksandthrees.com/epm,unavailable_public_export
Tosan Evbuomwan,NYK,2025-26,5,1.6,-0.3,,,,,,,,,,,,,-11.5,-8.5,-3,0,0,0,-0.025,0,0,0,0,13.9,14,14,0,0,0,0,5.4,50,100,-50,61,102.9,-41.9,,,,0.091,0.083,0.087,,,,,0.048,0.056,97.33,108.9,-0.043,18,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Trey Jemison III,NYK,2025-26,13,6.3,4.3,,,,,,,,,,,,,-8.6,-8.3,-0.3,0,-0.1,0.1,-0.018,-0.1,0.623,0,0.1,10.9,13.7,12.3,7.5,0.6,2.5,48.9,10.7,96.1,112.9,-16.8,101,117.3,-16.3,0.088,0.5,20,0.086,0.118,0.101,40,39.3,0.6,0.623,0.099,0.107,100.52,105.02,0.027,179,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Dillon Jones,NYK,2025-26,7,5.6,10.3,,,,,,,,,,,,,-2.6,-5.4,2.8,0.1,0,0.1,0.134,0,0.418,0.556,0.444,5.7,14.4,10,12.3,3.8,0,0,11.8,114,109.8,4.2,121.9,112.5,9.4,0.108,,26.7,0.05,0.135,0.091,,,0.278,0.418,0.111,0.116,97.73,102.37,0.053,86,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Pacôme Dadiet,NYK,2025-26,29,4.7,9.6,,,,,,,,,,,,,-3.3,-3,-0.2,0.2,0,0.2,0.062,0,0.454,0.667,0.229,3.3,19,11.1,11.5,1.1,0.8,5.4,17.6,98.6,100.3,-1.7,102.2,103.1,-0.9,0.13,4,17.6,0.027,0.156,0.092,4.4,4.4,0.406,0.454,0.167,0.177,98.7,101.83,0.085,288,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Kevin McCullar Jr.,NYK,2025-26,21,7.4,9.9,-2.5149,-1.071,-1.44394,,,,,,,,,,-2.8,-3.7,1,0.2,0,0.2,0.059,0,0.508,0.511,0.106,7.9,12.3,10.1,17,2.9,0,19.6,16.9,98.8,110.9,-12.1,103.4,111.3,-8,0.208,1.67,24.7,0.065,0.099,0.082,14.8,14.8,0.511,0.508,0.166,0.177,98.83,101.27,0.062,323,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,https://dunksandthrees.com/epm,unavailable_public_export
Tyler Kolek,NYK,2025-26,62,11.7,12.5,,,,,,,,,,,,,-0.6,-0.8,0.2,1.4,0.6,0.8,0.093,0.3,0.533,0.46,0.081,2.5,12.7,7.5,31.7,1.5,0.6,17.6,18.4,111.7,105.7,6,112.1,106.2,5.9,0.328,3.09,35.3,0.021,0.108,0.064,11.4,11.4,0.524,0.533,0.173,0.179,100.13,100.53,0.101,1530,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Ariel Hukporti,NYK,2025-26,54,9.2,11.9,,,,,,,,,,,,,-2.3,-3.7,1.4,1.2,0.4,0.8,0.115,0,0.619,0.05,0.413,12.5,23.2,17.9,7.3,0.9,5.3,25.3,10.9,106.8,103.8,3.1,109.9,104.9,5,0.08,0.91,18.7,0.104,0.192,0.148,20.6,20.6,0.569,0.619,0.104,0.11,98.17,100.1,0.084,1040,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Mohamed Diawara,NYK,2025-26,69,9.2,10.3,,,,,,,,,,,,,-1.7,-1.8,0.1,0.9,0.2,0.7,0.072,0,0.55,0.61,0.113,2.6,14,8.3,11.2,1.3,1,11.8,17.1,112,106.7,5.3,114.2,108.6,5.6,0.114,1.77,17.3,0.024,0.125,0.075,9.8,9.8,0.535,0.55,0.169,0.177,97.71,99.57,0.076,1310,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
LeBron James,LAL,2025-26,60,33.2,20.8,,,,1.42,1.69,-0.27,0.27,1.07,-0.79,,,,3.5,3.3,0.2,5.4,3.4,2.1,0.131,2.8,0.594,0.264,0.344,2.6,18.3,10.7,34.1,1.8,1.6,14.5,27.2,115,112.4,2.6,115.5,111.7,3.8,0.338,2.41,26,0.023,0.16,0.093,10.8,10.7,0.557,0.594,0.262,0.273,100.39,100.29,0.154,4160,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,local_unified_databallr,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Marcus Smart,LAL,2025-26,62,28.5,9.9,,,,0.94,-0.19,1.12,4.12,1.04,3.08,,,,-2.2,-2.9,0.6,2,0.4,1.6,0.054,-0.1,0.543,0.616,0.271,2.5,8.7,5.7,13.6,2.4,1.2,14.7,15.4,117.3,110.6,6.8,117.1,109.4,7.7,0.133,2.01,22.9,0.022,0.077,0.05,11.4,11.4,0.497,0.543,0.151,0.155,100.67,100.07,0.059,3691,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,local_unified_databallr,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Luke Kennard,LAL,2025-26,32,23,13.4,,,,,,,,,,,,,-0.4,-0.1,-0.3,1.8,1.3,0.5,0.118,0.3,0.661,0.473,0.167,2.1,10.8,6.6,14.5,1.5,0.4,11.4,14.6,118.1,116.8,1.4,119.3,116.4,2.9,0.142,2.79,24.4,0.019,0.094,0.058,8.8,8.6,0.633,0.661,0.139,0.147,99.94,100.29,0.085,1546,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Maxi Kleber,LAL,2025-26,43,10.7,8.1,-3.781,-2.36698,-1.41401,,,,,,,,,,-3.9,-4.2,0.3,0.6,0.2,0.4,0.063,-0.2,0.509,0.356,0.356,9.5,11.8,10.7,7.3,1.9,2.2,16.8,9.6,113.4,110.3,3.1,116.7,110.8,5.8,0.075,1.59,20.8,0.084,0.107,0.095,13.1,13.2,0.493,0.509,0.092,0.095,99.74,101.41,0.038,985,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,https://dunksandthrees.com/epm,unavailable_public_export
Deandre Ayton,LAL,2025-26,72,27.2,18.2,,,,,,,,,,,,,-0.9,0,-0.9,6.2,4,2.2,0.152,0.6,0.676,0,0.235,11.5,22.6,17.2,4.5,1,3.3,11.1,16.7,115.6,115.5,0.1,114.8,113.8,1,0.044,0.71,7.3,0.103,0.2,0.154,10.3,10.3,0.671,0.676,0.164,0.167,100.69,99.65,0.117,4060,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Luka Dončić,LAL,2025-26,64,35.8,27.9,,,,,,,,,,,,,9.3,8,1.3,9.5,6.6,2.9,0.199,6.6,0.616,0.476,0.443,2.2,22.5,12.7,40.5,2.2,1.4,12.8,38.1,119.4,115.6,3.8,118.3,113.9,4.4,0.387,2.08,21.1,0.019,0.194,0.11,10.1,10.1,0.563,0.616,0.368,0.377,102,100.73,0.188,4804,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Jarred Vanderbilt,LAL,2025-26,65,17.4,11.2,,,,,,,,,,,,,-1.5,-2.4,0.9,1.8,0.4,1.5,0.079,0.1,0.544,0.413,0.233,8.6,21.3,15.2,9.6,2.4,1.6,17.5,12.4,113.9,113.7,0.2,114.9,113.6,1.3,0.098,1.5,20.7,0.073,0.194,0.133,13.8,13.8,0.531,0.544,0.119,0.123,100.02,100.41,0.08,2360,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Gabe Vincent,LAL,2025-26,29,19.3,5.5,,,,,,,,,,,,,-4.8,-3.9,-0.9,0.3,0.1,0.2,0.027,-0.4,0.512,0.792,0.085,1.5,4.1,2.8,8.3,1.2,0.2,8.2,11.5,116.4,111.1,5.2,115.9,110.9,5,0.148,2.6,26.9,0.029,0.053,0.041,10.3,10.3,0.483,0.509,0.132,0.137,103.85,103.54,0.049,691,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Jaxson Hayes,LAL,2025-26,66,18.3,18.3,,,,,,,,,,,,,1.2,0.8,0.4,5,3.8,1.2,0.199,1,0.758,0.011,0.573,10,16.1,13.2,6.9,1.2,4,8.6,13,115.5,113.1,2.4,115.6,112.6,3,0.071,1.9,14.1,0.083,0.139,0.111,7.4,7.4,0.761,0.758,0.124,0.129,100.71,100.49,0.109,2530,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Rui Hachimura,LAL,2025-26,68,28.3,11.6,,,,,,,,,,,,,-2.2,-0.8,-1.5,3.2,2.1,1.1,0.08,-0.1,0.62,0.439,0.121,2.6,10.9,6.9,4.1,1,1,6.3,15.2,116.4,114.4,2,115.6,113.3,2.3,0.041,1.36,7.8,0.023,0.094,0.06,5.8,5.8,0.611,0.62,0.149,0.152,101.66,100.83,0.073,4047,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Austin Reaves,LAL,2025-26,51,34.5,20.2,2.6678,1.19524,1.47252,,,,,,,,,,2.8,3.4,-0.6,5.6,4.2,1.4,0.153,2.1,0.641,0.43,0.487,2.3,13.3,8,24,1.6,1.1,14,26.7,117.3,112.3,5,116.5,111.5,5,0.237,1.85,20.9,0.02,0.117,0.071,11.3,11.1,0.567,0.641,0.258,0.267,101.11,100.41,0.137,3684,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,https://dunksandthrees.com/epm,unavailable_public_export
Jake LaRavia,LAL,2025-26,82,25.1,11.9,,,,,,,,,,,,,-1.2,-1.6,0.5,3.8,1.7,2.1,0.089,0.4,0.571,0.465,0.291,6.8,11.5,9.3,9.3,2.5,1.7,12.9,14.4,116.1,116.1,,116,115.3,0.7,0.093,1.67,17.6,0.059,0.103,0.081,10.6,10.6,0.533,0.571,0.138,0.142,100.93,100.51,0.067,4314,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Christian Koloko,LAL,2025-26,2,3,-0.3,-3.3482,-1.36577,-1.98242,,,,,,,,,,-8.4,-6.7,-1.6,0,0,0,0.026,0,,,,0,18.9,9.8,0,0,0,,0,104,111,-6.9,105.3,110.4,-5.1,0.067,0.89,13.1,0.072,0.124,0.1,14.8,14.8,0.449,0.502,0.137,0.142,106.28,106.62,0.045,346,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,https://dunksandthrees.com/epm,unavailable_public_export
Nick Smith Jr.,LAL,2025-26,30,12.5,10.2,,,,,,,,,,,,,-4.7,-2.1,-2.6,0.1,-0.1,0.2,0.013,-0.3,0.552,0.534,0.093,1,6,3.6,12,1.2,0.5,11.1,22,110.6,111.7,-1.1,112.4,112.7,-0.4,0.127,1.48,14.2,0.009,0.054,0.032,9.6,9.6,0.54,0.552,0.212,0.222,100.06,101.35,0.067,794,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Kobe Bufkin,LAL,2025-26,16,7.4,6.2,,,,,,,,,,,,,-9.4,-6.2,-3.2,-0.1,-0.2,0.1,-0.056,-0.2,0.416,0.52,0.24,1,11.4,6.4,11.2,0.8,2.3,8.3,22.1,97.7,127.9,-30.2,102.8,128.8,-26,0.128,2,14.1,0.008,0.102,0.055,7,7.1,0.35,0.416,0.219,0.234,99.52,102.44,0.038,259,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Drew Timme,LAL,2025-26,27,8.7,12.6,-3.6944,-2.32538,-1.36898,,,,,,,,,,-2.2,-0.8,-1.4,0.4,0.3,0.1,0.092,0,0.658,0.379,0.136,5.2,11.1,8.2,13.7,1.2,0,15.7,15.4,108.1,115,-6.9,111.3,115.1,-3.9,0.145,1.77,21.7,0.047,0.093,0.072,12.3,12.3,0.659,0.658,0.155,0.162,96.23,97.7,0.084,483,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,https://dunksandthrees.com/epm,unavailable_public_export
Dalton Knecht,LAL,2025-26,54,10.2,10.1,,,,,,,,,,,,,-3.6,-2.1,-1.6,0.4,0.1,0.4,0.038,-0.2,0.568,0.581,0.115,3.1,12.5,8,5.3,1,1.8,10.3,17.7,105.2,113.7,-8.5,108.2,113.9,-5.7,0.059,0.91,8.6,0.026,0.108,0.068,9.4,9.4,0.555,0.568,0.171,0.18,99.1,100.57,0.069,1166,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Bronny James,LAL,2025-26,42,8.9,9,-4.4058,-2.83877,-1.56708,,,,,,,,,,-4.3,-3.4,-0.9,0.1,-0.2,0.3,0.018,-0.2,0.517,0.496,0.061,1.6,5.4,3.6,18.1,2.5,1,17.5,16.7,106.2,114.2,-8,110,114.6,-4.6,0.195,2.04,26.3,0.014,0.05,0.032,12.9,12.9,0.504,0.517,0.163,0.173,97.57,99.45,0.058,788,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,https://dunksandthrees.com/epm,unavailable_public_export
Adou Thiero,LAL,2025-26,25,6,10.7,,,,,,,,,,,,,-4.4,-4.2,-0.2,0.2,0.1,0.2,0.071,-0.1,0.578,0.097,0.71,7.3,14.4,11,8.7,2.3,1.2,18.1,14.6,109.2,122.4,-13.2,112.7,124.1,-11.4,0.094,1.11,16.9,0.068,0.139,0.104,15.3,15.1,0.532,0.578,0.143,0.152,98.15,100.41,0.054,315,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Chris Mañon,LAL,2025-26,9,5.1,11.7,,,,,,,,,,,,,0.1,-4.6,4.7,0.1,0,0.1,0.115,0,0.451,0.5,0.667,5.3,19.7,12.7,7.8,5.3,4,11.4,8.3,105.2,108.4,-3.3,107.8,104.3,3.5,0.091,3,25,0.043,0.14,0.096,8.3,8.5,0.333,0.451,0.081,0.083,100.74,99.99,0.086,97,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Tyus Jones,ORL,2025-26,48,15.7,8.4,-3.1005,-1.47556,-1.62495,-1.54,-1.01,-0.53,-3,-1.16,-1.84,,,,-1.7,-2.8,1.1,1,0.3,0.7,0.064,0.1,0.448,0.646,0.038,1.3,6.6,3.9,19.8,2.1,0.4,8,9.8,105.6,111.1,-5.5,104.7,113.8,-9.1,0.323,6,42.9,0.007,0.061,0.032,7.1,7.2,0.441,0.444,0.12,0.124,102.89,103.67,0.074,286,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,local_unified_databallr,https://www.nba.com/stats/players/advanced,https://dunksandthrees.com/epm,unavailable_public_export
Jonathan Isaac,ORL,2025-26,52,10,11.5,,,,0.68,-1.87,2.55,2.18,-0.82,3,,,,-1.6,-2.9,1.3,0.9,0.1,0.8,0.085,0.1,0.498,0.349,0.532,9.1,19.3,14.1,5.6,1.8,5.4,11.8,12.4,104.7,106.1,-1.3,106.4,108.3,-1.9,0.062,1.22,12.4,0.071,0.165,0.115,10.2,10.3,0.454,0.498,0.119,0.123,100.7,102.61,0.078,1104,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,local_unified_databallr,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Wendell Carter Jr.,ORL,2025-26,78,29.3,14.1,,,,,,,,,,,,,-0.6,-1,0.5,6.2,3.4,2.8,0.131,0.8,0.617,0.355,0.392,7.8,20.5,14.1,9.5,1.3,1.9,11.8,15.6,113.5,111.3,2.2,111.7,110.3,1.4,0.095,1.54,15.3,0.07,0.177,0.124,10,10,0.568,0.617,0.156,0.158,102.92,101.62,0.096,4838,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Moritz Wagner,ORL,2025-26,36,11.9,15.3,,,,,,,,,,,,,-2.2,-1.4,-0.8,0.9,0.4,0.6,0.104,0,0.545,0.359,0.369,7,23.2,15,9.7,1.7,0.4,7.7,24.3,107.2,117.2,-10,106,116.9,-10.9,0.107,1.42,9.9,0.056,0.207,0.127,7,7,0.482,0.545,0.237,0.244,102.27,101.6,0.106,904,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Jevon Carter,ORL,2025-26,30,20.4,10,,,,,,,,,,,,,-1.1,-1.7,0.6,0.6,0,0.7,0.05,0.1,0.517,0.672,0.044,1.6,9.9,5.7,15.5,2.1,1.2,10.7,16,112.9,115.1,-2.2,111,114.7,-3.7,0.162,2.72,22.6,0.014,0.087,0.049,8.3,8.3,0.515,0.517,0.156,0.16,101.34,100.27,0.072,1286,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Goga Bitadze,ORL,2025-26,64,15.2,20.1,,,,,,,,,,,,,2.8,0.8,2,4.4,2.8,1.6,0.218,1.2,0.7,0.049,0.431,15.6,21.2,18.4,12.5,1.8,5.7,13.8,13.5,112.6,111,1.6,112.5,111.1,1.5,0.124,1.95,21.4,0.131,0.183,0.157,10.9,10.9,0.68,0.7,0.128,0.133,102.5,102.52,0.122,2069,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Desmond Bane,ORL,2025-26,82,33.6,16.9,,,,,,,,,,,,,1.4,1.6,-0.2,7.4,4.8,2.6,0.129,2.3,0.607,0.354,0.287,3.9,9.8,6.8,19.3,1.5,1.2,10.8,23.3,113.6,111.5,2.2,112.4,110.8,1.6,0.19,2.06,18.4,0.034,0.084,0.059,8.9,8.8,0.553,0.607,0.224,0.233,103.09,102.2,0.111,5871,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Franz Wagner,ORL,2025-26,34,30,19.2,,,,,,,,,,,,,2.5,2.6,-0.2,2.8,1.8,1.1,0.134,1.2,0.588,0.274,0.391,4.7,14.8,9.7,18.2,1.5,1,8.9,27,114.2,110.6,3.6,113.7,110,3.7,0.175,1.95,14.7,0.041,0.128,0.084,7.6,7.6,0.529,0.588,0.256,0.264,105.4,104.86,0.134,2226,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Jalen Suggs,ORL,2025-26,57,27.6,15.6,,,,,,,,,,,,,2.5,0.7,1.8,2.7,0.3,2.4,0.083,1.8,0.561,0.555,0.18,2.5,13.2,7.8,29.6,3.2,2.3,17.8,22.9,113.6,108.4,5.2,112.2,107.2,5,0.284,2.05,26.8,0.022,0.112,0.068,13.1,13.1,0.529,0.561,0.22,0.226,105.8,104.54,0.11,3428,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Orlando Robinson,ORL,2025-26,4,6.3,14.6,,,,,,,,,,,,,1.4,0.8,0.6,0.1,0.1,0,0.196,0,0.7,0.4,0,8.8,9,8.9,16.5,1.9,0,0,8.4,122.4,144.9,-22.4,118.9,152,-33.1,0.158,,37.5,0.069,0.125,0.089,,,0.7,0.7,0.081,0.083,94,94.78,0.074,49,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Paolo Banchero,ORL,2025-26,72,34.8,17.6,,,,,,,,,,,,,1.4,1.4,0,5,2,3,0.095,2.1,0.566,0.239,0.512,3.8,23.4,13.5,23.4,1,1.4,13.6,27.6,114,114.1,-0.2,112,112.1,-0.1,0.235,1.68,18.6,0.034,0.204,0.119,11,11.1,0.496,0.566,0.274,0.278,102.75,100.96,0.138,5265,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Jamal Cain,ORL,2025-26,40,12.2,13,,,,,,,,,,,,,-1.4,-0.4,-1,1.2,0.8,0.4,0.116,0.1,0.624,0.48,0.303,6.4,11.6,9,8.6,1.1,0.7,9.9,16.6,118,113.5,4.5,117,114.7,2.3,0.085,1.53,13.1,0.055,0.109,0.08,8.6,8.6,0.579,0.624,0.159,0.164,100.89,100.94,0.081,1021,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Anthony Black,ORL,2025-26,64,29.8,13.7,,,,,,,,,,,,,-0.6,-1.2,0.7,2.6,0.3,2.4,0.067,0.7,0.549,0.389,0.299,2.7,11.6,7.1,18.5,2.3,2.1,13.1,22.2,113.3,113.1,0.2,112.4,111.7,0.6,0.185,1.79,19.1,0.024,0.101,0.062,10.7,10.6,0.512,0.549,0.219,0.226,102.06,101.05,0.09,4012,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Jett Howard,ORL,2025-26,55,12.6,11.2,,,,,,,,,,,,,-1.8,-0.8,-1.1,1.3,0.7,0.5,0.087,0,0.561,0.578,0.155,3.7,10.4,7,9.3,0.7,1.4,5.3,17.2,112.6,118.1,-5.5,112.1,119,-6.9,0.095,3,13.7,0.03,0.096,0.06,4.6,4.6,0.526,0.561,0.166,0.171,100.43,100.55,0.07,1461,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Colin Castleton,ORL,2025-26,4,5.3,7.9,-3.1202,-1.92066,-1.19957,,,,,,,,,,-7.7,-6.1,-1.5,0,0,0,-0.003,0,0.46,0,0.2,10.5,32.2,21.3,6.3,2.3,0,26.9,15,116.3,102.3,14,107.9,109.9,-1.9,0.053,0.5,12.5,0.105,0.333,0.216,25,23.7,0.4,0.46,0.14,0.151,96.93,96.52,0.098,43,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,https://dunksandthrees.com/epm,unavailable_public_export
Alex Morales,ORL,2025-26,4,6,0.9,-3.6085,-2.22769,-1.3808,,,,,,,,,,-16,-12.2,-3.8,-0.1,-0.1,0,-0.104,-0.1,0.508,0.143,0.286,4.6,9.4,7,23.1,0,0,33.7,20.9,120.4,104.1,16.3,113,113.5,-0.5,0.19,1,25,0.043,0.111,0.073,25,25.2,0.429,0.508,0.203,0.204,98.84,99.73,-0.006,49,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,https://dunksandthrees.com/epm,unavailable_public_export
Tristan da Silva,ORL,2025-26,77,24.7,12,,,,,,,,,,,,,-0.6,-0.7,0.1,3.3,1.3,2.1,0.084,0.7,0.576,0.518,0.153,3.4,13.4,8.3,9.3,1.7,1.2,9.4,16.2,113.2,111.6,1.6,111.7,110.1,1.6,0.092,1.8,14.5,0.03,0.115,0.073,8.1,8.1,0.547,0.576,0.16,0.163,102.32,100.96,0.085,4013,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
Jase Richardson,ORL,2025-26,54,10.9,11.5,-2.6689,-1.61426,-1.05465,,,,,,,,,,-2.5,-1.9,-0.7,1,0.5,0.5,0.082,-0.1,0.574,0.42,0.245,4,8.1,6,14.2,1.6,0.3,10.7,16.8,111.9,112.8,-0.8,110.5,114.9,-4.4,0.145,2.32,20,0.034,0.074,0.053,8.6,8.6,0.548,0.574,0.162,0.167,100.66,100.95,0.074,1231,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,https://dunksandthrees.com/epm,unavailable_public_export
Noah Penda,ORL,2025-26,59,12.8,11.3,,,,,,,,,,,,,-1.5,-2,0.6,1.1,0.1,1,0.07,0.1,0.506,0.458,0.236,9.8,17.9,13.8,12.5,1.9,2.2,15.8,14.8,110.4,113.4,-3,110.1,115.4,-5.3,0.124,1.67,20.8,0.081,0.159,0.118,12.5,12.5,0.478,0.506,0.14,0.145,100.68,101.42,0.076,1597,https://www.basketball-reference.com/leagues/NBA_2026_advanced.html,,https://www.nba.com/stats/players/advanced,unavailable_public_full_table,unavailable_public_export
